Unnamed: 0,Store,Date,IsHoliday,Dept,Weekly_Sales,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,Type,Size
320500,33,2012-04-20,0,83.0,1735.65,72.94,4.111,470.51,119.92,0.0,128.87,284.28,131.1173333,7.396,3,39690
143574,15,2011-06-17,0,24.0,4247.66,63.9,3.989,0.0,0.0,0.0,0.0,0.0,135.0837333,7.658,2,123737
59789,7,2010-03-26,0,25.0,6755.5,23.33,2.717,0.0,0.0,0.0,0.0,0.0,189.7195417,9.014,2,70713
32175,4,2010-10-08,0,41.0,1812.97,67.73,2.645,0.0,0.0,0.0,0.0,0.0,126.2791667,7.127,3,205863
273610,28,2011-08-12,0,23.0,28132.58,91.04,3.701,0.0,0.0,0.0,0.0,0.0,129.2015806,13.503,3,206302
113219,12,2011-06-24,0,2.0,73040.76,88.95,3.898,0.0,0.0,0.0,0.0,0.0,129.0663,13.736,2,112238
421249,45,2012-03-30,0,4.0,23230.77,50.04,3.953,9866.15,206.18,3.25,1815.37,1561.56,190.6107463,8.424,2,118221
37680,4,2012-03-30,0,58.0,3285.0,72.63,3.82,2565.8,442.52,6.5,487.66,4076.68,130.9670968,4.607,3,205863
402766,43,2011-05-06,0,99.0,25.0,66.77,3.906,0.0,0.0,0.0,0.0,0.0,207.5714929,10.581,1,41062
311672,32,2011-11-11,0,29.0,4122.35,38.1,3.505,21104.84,7842.47,47.56,3908.03,4246.86,195.6376941,8.513,3,203007
268656,28,2010-04-02,0,55.0,12494.84,59.84,3.086,0.0,0.0,0.0,0.0,0.0,126.6034839,14.099,3,206302
12114,2,2010-07-30,0,17.0,11584.95,83.49,2.64,0.0,0.0,0.0,0.0,0.0,211.0264684,8.099,3,202307
325381,34,2011-01-14,0,18.0,1023.01,30.75,2.992,0.0,0.0,0.0,0.0,0.0,127.3009355,10.398,3,158114
128985,14,2010-03-12,0,11.0,17370.27,45.8,2.818,0.0,0.0,0.0,0.0,0.0,182.1628441,8.992,3,200898
392748,42,2010-02-12,1,80.0,17939.79,49.96,2.828,0.0,0.0,0.0,0.0,0.0,126.4962581,9.765,1,39690
249506,26,2010-07-16,0,97.0,16836.82,67.66,2.796,0.0,0.0,0.0,0.0,0.0,132.5667742,8.445,3,152513
215646,22,2012-04-06,0,60.0,450.0,46.38,3.957,8593.09,0.0,17.67,1946.99,5729.6,141.7712396,7.671,2,119557
404815,43,2012-03-09,0,25.0,41.52,54.52,3.669,392.09,0.5,0.0,0.0,1293.41,212.5185936,9.653,1,41062
304155,31,2012-08-03,0,80.0,19275.42,91.57,3.417,22694.34,15.96,76.19,14090.47,8759.63,221.5869799,6.565,3,203750
236592,24,2012-06-15,0,9.0,28667.53,68.28,3.786,11618.99,217.9,9.33,2449.86,5633.09,138.1295333,8.983,3,203819
355426,38,2010-03-12,0,14.0,931.16,50.11,2.925,0.0,0.0,0.0,0.0,0.0,126.6042857,13.975,1,39690
417769,45,2011-04-08,0,97.0,6754.53,48.71,3.72,0.0,0.0,0.0,0.0,0.0,185.3636656,8.521,2,118221
61728,7,2010-10-15,0,6.0,4703.39,35.86,2.762,0.0,0.0,0.0,0.0,0.0,190.8623087,9.137,2,70713
74383,8,2011-07-29,0,71.0,2702.41,86.46,3.682,0.0,0.0,0.0,0.0,0.0,218.8910733,6.425,3,155078
364608,39,2010-08-27,0,87.0,6832.65,84.31,2.619,0.0,0.0,0.0,0.0,0.0,210.3292106,8.36,3,184109
336187,35,2011-04-08,0,33.0,8715.01,46.87,3.72,0.0,0.0,0.0,0.0,0.0,138.0638929,8.512,2,103681
406091,43,2012-09-14,0,1.0,6426.0,73.03,3.717,1601.72,0.0,18.56,0.0,1219.44,213.9332167,9.285,1,41062
421757,45,2012-05-25,0,67.0,5752.78,67.21,3.798,5370.39,0.0,361.22,1287.62,2461.81,191.0028096,8.567,2,118221
351002,37,2011-04-22,0,97.0,14135.36,74.57,3.807,0.0,0.0,0.0,0.0,0.0,214.1921572,8.3,1,39910
343449,36,2010-11-26,1,14.0,3809.06,67.73,2.725,0.0,0.0,0.0,0.0,0.0,210.5152765,8.476,3,39910
181375,19,2011-01-07,0,58.0,2858.0,31.34,3.351,0.0,0.0,0.0,0.0,0.0,132.8823226,7.771,3,203819
124192,13,2011-09-09,1,87.0,19273.81,70.19,3.619,0.0,0.0,0.0,0.0,0.0,129.3686129,6.877,3,219622
52725,6,2011-02-04,0,41.0,2328.5,40.59,2.989,0.0,0.0,0.0,0.0,0.0,214.0887176,6.858,3,202505
394995,42,2011-01-21,0,14.0,1435.26,56.75,3.336,0.0,0.0,0.0,0.0,0.0,127.4404839,8.744,1,39690
255899,26,2012-04-27,0,93.0,20212.57,43.6,4.023,1946.7,32.65,21.62,24.1,2152.4,137.9781333,7.489,3,152513
23810,3,2011-01-28,0,13.0,9199.92,48.71,3.01,0.0,0.0,0.0,0.0,0.0,215.5065821,7.551,2,37392
298485,31,2011-01-21,0,9.0,7112.46,42.72,3.016,0.0,0.0,0.0,0.0,0.0,211.4864691,8.028,3,203750
233690,24,2011-09-02,0,60.0,158.4,68.14,3.879,0.0,0.0,0.0,0.0,0.0,136.2440968,8.358,3,203819
384778,41,2010-09-17,0,90.0,65949.0,62.4,2.8,0.0,0.0,0.0,0.0,0.0,190.4688287,7.335,3,196321
309838,32,2011-05-13,0,9.0,19399.95,56.09,3.767,0.0,0.0,0.0,0.0,0.0,192.826069,8.595,3,203007
331679,34,2012-09-21,0,90.0,43771.51,66.08,3.721,4857.37,5.73,0.85,221.84,7308.76,131.0103333,9.285,3,158114
5144,1,2011-06-17,0,19.0,489.9,86.41,3.637,0.0,0.0,0.0,0.0,0.0,214.9980596,7.682,3,151315
65666,7,2011-11-25,1,20.0,5724.52,27.6,3.424,35.94,6.47,41487.59,12.0,905.95,195.7704,8.513,2,70713
296772,31,2010-08-06,0,54.0,172.0,90.3,2.627,0.0,0.0,0.0,0.0,0.0,211.1608049,8.099,3,203750
233875,24,2011-09-23,0,79.0,22575.2,60.61,3.899,0.0,0.0,0.0,0.0,0.0,136.367,8.358,3,203819
172385,18,2011-04-29,0,80.0,100.34,58.82,3.988,0.0,0.0,0.0,0.0,0.0,134.4357333,8.975,2,120653
21719,3,2010-06-11,0,14.0,3164.36,82.1,2.668,0.0,0.0,0.0,0.0,0.0,214.787913,7.343,2,37392
95409,10,2012-01-27,0,56.0,2320.45,53.59,3.675,3242.59,1646.86,0.0,45.8,1691.83,130.3144516,7.545,2,126512
276201,28,2012-04-20,0,3.0,8591.3,66.73,4.222,5343.29,3895.86,17.32,657.56,4674.67,131.1173333,11.627,3,206302
32126,4,2010-10-01,0,82.0,24631.57,63.96,2.619,0.0,0.0,0.0,0.0,0.0,126.2346,7.127,3,205863
44246,5,2011-05-27,0,45.0,11.47,80.14,3.786,0.0,0.0,0.0,0.0,0.0,216.0704083,6.489,2,34875
315037,32,2012-10-05,0,60.0,1017.0,55.34,3.779,4879.58,0.0,27.93,2641.24,5393.9,198.8221322,7.557,3,203007
326098,34,2011-03-25,0,33.0,4053.51,53.11,3.48,0.0,0.0,0.0,0.0,0.0,128.6160645,10.398,3,158114
77391,8,2012-05-25,0,58.0,1430.0,76.11,3.561,2989.94,0.0,651.09,1056.01,10189.75,225.3005779,5.679,3,155078
189218,20,2010-05-28,0,74.0,18034.0,70.97,2.899,0.0,0.0,0.0,0.0,0.0,204.1406556,7.856,3,203742
280572,29,2010-10-15,0,18.0,4734.8,55.23,2.878,0.0,0.0,0.0,0.0,0.0,132.7633548,10.524,2,93638
179137,19,2010-06-04,0,8.0,41241.41,68.88,3.006,0.0,0.0,0.0,0.0,0.0,132.3648387,8.185,3,203819
27639,3,2012-03-23,0,34.0,5361.21,66.53,3.787,737.08,36.1,1.43,92.11,583.9,224.7909104,6.833,2,37392
190665,20,2010-10-15,0,49.0,16566.68,59.17,2.868,0.0,0.0,0.0,0.0,0.0,205.0137637,7.484,3,203742
124650,13,2011-10-21,0,41.0,3180.5,54.66,3.579,0.0,0.0,0.0,0.0,0.0,129.7821613,6.392,3,219622
13616,2,2010-12-24,0,19.0,5873.94,49.97,2.886,0.0,0.0,0.0,0.0,0.0,211.0646599,8.163,3,202307
340080,35,2012-05-25,0,80.0,41.7,64.77,3.798,8708.2,0.0,296.24,1676.8,2399.15,142.1032776,8.876,2,103681
94117,10,2011-09-30,0,95.0,68065.98,82.27,3.877,0.0,0.0,0.0,0.0,0.0,129.6060667,8.257,2,126512
14174,2,2011-02-18,0,29.0,10154.55,57.83,3.045,0.0,0.0,0.0,0.0,0.0,212.9033115,8.028,3,202307
68733,7,2012-10-05,0,79.0,5131.57,48.43,3.779,2955.56,0.0,9.9,2240.78,1324.84,198.8221322,7.557,2,70713
174248,18,2011-11-04,0,80.0,891.33,38.29,3.586,0.0,0.0,0.0,0.0,0.0,136.475129,8.471,2,120653
200477,21,2010-09-17,0,56.0,594.66,83.03,2.582,0.0,0.0,0.0,0.0,0.0,211.1806415,8.099,2,140167
124653,13,2011-10-21,0,21.0,8534.76,54.66,3.579,0.0,0.0,0.0,0.0,0.0,129.7821613,6.392,3,219622
213841,22,2011-10-07,0,28.0,922.28,56.44,3.633,0.0,0.0,0.0,0.0,0.0,140.43475,7.706,2,119557
407165,44,2010-05-14,0,96.0,2704.0,50.15,2.962,0.0,0.0,0.0,0.0,0.0,126.2085484,7.972,1,39910
11708,2,2010-06-18,0,12.0,9701.7,85.81,2.637,0.0,0.0,0.0,0.0,0.0,211.1096543,8.2,3,202307
110435,12,2010-09-10,1,91.0,6984.16,83.63,3.044,0.0,0.0,0.0,0.0,0.0,126.1145806,14.18,2,112238
216816,22,2012-08-03,0,59.0,233.88,72.99,3.698,35383.88,88.92,27.32,18389.63,3237.41,142.1916279,7.753,2,119557
114722,12,2011-11-25,1,40.0,44286.26,53.25,3.622,5391.83,8.0,63143.29,49.27,2115.67,129.8364,12.89,2,112238
39242,4,2012-08-24,0,31.0,5770.33,75.76,3.61,9983.59,0.0,23.4,8115.89,7158.66,130.8381613,4.077,3,205863
105977,11,2012-03-16,0,81.0,14676.72,64.21,3.734,7073.59,224.43,4.19,3164.68,2438.5,224.7166953,6.833,3,207499
117429,12,2012-08-31,0,36.0,278.0,89.78,4.093,30055.26,13.2,116.87,11860.18,3746.24,130.8853548,10.926,2,112238
153901,16,2011-09-02,0,91.0,1592.86,63.44,3.511,0.0,0.0,0.0,0.0,0.0,194.5092113,6.338,2,57197
300148,31,2011-07-08,0,38.0,67916.69,89.16,3.48,0.0,0.0,0.0,0.0,0.0,214.9296249,7.852,3,203750
222971,23,2011-07-15,0,13.0,38356.45,69.8,3.827,0.0,0.0,0.0,0.0,0.0,135.7837419,4.584,2,114533
321049,33,2012-07-13,0,55.0,7.0,97.6,3.723,221.83,0.0,0.6,0.0,2405.4,130.683,7.147,3,39690
161772,17,2011-02-11,1,3.0,15614.08,14.19,3.034,0.0,0.0,0.0,0.0,0.0,127.859129,6.866,2,93188
46613,5,2012-02-10,1,22.0,3325.68,48.57,3.409,4239.28,2725.8,1.53,3682.89,3234.79,220.849586,5.943,2,34875
236927,24,2012-07-20,0,42.0,6561.84,76.42,3.732,571.85,126.88,145.72,614.55,1867.65,138.2331935,8.953,3,203819
209607,22,2010-07-23,0,35.0,3779.0,76.91,2.784,0.0,0.0,0.0,0.0,0.0,136.4366924,8.433,2,119557
171183,18,2010-12-24,0,7.0,202655.12,28.16,3.15,0.0,0.0,0.0,0.0,0.0,132.7477419,9.331,2,120653
340689,35,2012-07-27,0,4.0,17088.14,76.01,3.647,5446.22,0.0,10.88,6221.18,2764.62,142.2126924,8.839,2,103681
194625,20,2011-11-04,0,49.0,19608.63,43.88,3.551,0.0,0.0,0.0,0.0,0.0,210.8364551,7.082,3,203742
136308,14,2012-03-16,0,32.0,11085.85,50.56,3.862,6021.47,280.43,5.5,1814.5,1581.84,190.4618964,8.424,3,200898
80786,9,2010-08-27,0,5.0,11414.38,84.01,2.619,0.0,0.0,0.0,0.0,0.0,215.1199536,6.442,2,125833
71825,8,2010-11-12,0,33.0,5498.74,54.89,2.728,0.0,0.0,0.0,0.0,0.0,215.3721,6.433,3,155078
419736,45,2011-10-28,0,20.0,3254.09,51.78,3.569,0.0,0.0,0.0,0.0,0.0,187.8774913,8.523,2,118221
176927,18,2012-07-27,0,25.0,12151.11,72.97,3.701,4182.36,117.52,5.9,3944.27,4654.0,138.2033871,8.535,2,120653
327041,34,2011-06-24,0,36.0,1688.0,77.16,3.57,0.0,0.0,0.0,0.0,0.0,129.0663,10.581,3,158114
166421,17,2012-05-25,0,32.0,5690.18,55.69,3.801,5528.92,0.0,71.81,595.85,2754.3,131.0287742,6.235,2,93188
339904,35,2012-05-04,0,31.0,2664.15,53.68,3.951,13647.64,0.0,9.87,6114.76,4853.52,142.0177929,8.876,2,103681
239237,25,2010-06-04,0,33.0,3190.75,69.22,2.847,0.0,0.0,0.0,0.0,0.0,204.4042877,7.856,2,128107
234831,24,2011-12-23,0,38.0,60526.65,36.93,3.587,1813.06,632.93,1633.67,51.66,1309.54,136.5883871,8.454,3,203819
99565,11,2010-06-11,0,52.0,2041.48,82.81,2.668,0.0,0.0,0.0,0.0,0.0,214.787913,7.343,3,207499
165475,17,2012-02-24,0,45.0,5.97,30.01,3.145,8628.93,3368.34,0.0,3876.56,4378.82,130.5502069,6.403,2,93188
385844,41,2010-12-31,1,49.0,4823.27,25.19,2.829,0.0,0.0,0.0,0.0,0.0,191.2557002,7.508,3,196321
384761,41,2010-09-10,1,95.0,88857.38,63.3,2.78,0.0,0.0,0.0,0.0,0.0,190.3958293,7.335,3,196321
247391,25,2012-09-14,0,36.0,470.08,60.9,3.948,6748.95,0.0,3.15,968.4,6124.49,215.3583757,7.28,2,128107
123,1,2010-02-12,1,19.0,1490.79,38.51,2.548,0.0,0.0,0.0,0.0,0.0,211.2421698,8.106,3,151315
187040,19,2012-07-20,0,32.0,6334.99,76.17,3.732,6029.42,424.15,17.82,3070.32,2610.94,138.2331935,8.193,3,203819
263642,27,2011-09-02,0,81.0,26547.78,71.44,3.879,0.0,0.0,0.0,0.0,0.0,140.196985,7.85,3,204184
194374,20,2011-10-14,0,92.0,182995.14,62.54,3.541,0.0,0.0,0.0,0.0,0.0,210.4027602,7.082,3,203742
262859,27,2011-06-17,0,52.0,1247.47,67.03,3.989,0.0,0.0,0.0,0.0,0.0,139.0028333,7.725,3,204184
142024,15,2011-01-07,0,35.0,1938.0,30.53,3.351,0.0,0.0,0.0,0.0,0.0,132.8823226,7.771,2,123737
123030,13,2011-05-20,0,85.0,4373.68,52.12,3.802,0.0,0.0,0.0,0.0,0.0,129.0756774,7.193,3,219622
243710,25,2011-09-02,0,54.0,10.0,67.2,3.703,0.0,0.0,0.0,0.0,0.0,208.9625161,7.274,2,128107
27831,3,2012-04-13,0,26.0,3805.43,72.83,3.891,5359.22,1673.42,3.0,682.03,1371.55,225.0135556,6.664,2,37392
232559,24,2011-05-20,0,87.0,24297.47,59.84,4.202,0.0,0.0,0.0,0.0,0.0,134.6803871,8.212,3,203819
193300,20,2011-07-01,0,42.0,9275.01,69.66,3.748,0.0,0.0,0.0,0.0,0.0,208.3346432,7.274,3,203742
77077,8,2012-04-27,0,38.0,61463.6,70.34,3.814,5440.25,1.5,2.2,15.6,3302.44,225.1734114,5.679,3,155078
152015,16,2011-02-04,0,29.0,1462.76,13.64,3.011,0.0,0.0,0.0,0.0,0.0,191.7625895,6.614,2,57197
360593,38,2012-02-17,0,90.0,37214.09,51.8,3.781,647.57,580.69,5.72,2.0,2761.19,130.4546207,12.187,1,39690
180411,19,2010-10-08,0,5.0,26288.2,53.74,2.903,0.0,0.0,0.0,0.0,0.0,132.7516667,8.067,3,203819
297148,31,2010-09-17,0,38.0,84765.47,83.03,2.582,0.0,0.0,0.0,0.0,0.0,211.1806415,8.099,3,203750
334342,35,2010-10-01,0,21.0,2686.94,70.19,2.707,0.0,0.0,0.0,0.0,0.0,136.6297571,8.763,2,103681
61917,7,2010-11-05,0,17.0,7100.75,49.44,2.729,0.0,0.0,0.0,0.0,0.0,190.9964377,9.137,2,70713
66992,7,2012-04-06,0,25.0,7271.87,44.29,3.854,7550.89,0.0,21.98,1156.2,3500.91,197.5971285,8.09,2,70713
119499,13,2010-06-18,0,55.0,17049.54,58.41,2.819,0.0,0.0,0.0,0.0,0.0,126.114,8.107,3,219622
67432,7,2012-05-25,0,52.0,977.19,50.6,3.804,5126.54,0.0,90.05,483.27,2236.31,197.5886046,8.09,2,70713
69883,8,2010-04-30,0,98.0,5131.58,61.01,2.78,0.0,0.0,0.0,0.0,0.0,213.7176024,6.29,3,155078
191155,20,2010-12-03,0,30.0,4264.44,35.47,3.046,0.0,0.0,0.0,0.0,0.0,204.8249189,7.484,3,203742
239375,25,2010-06-18,0,11.0,15044.43,69.56,2.78,0.0,0.0,0.0,0.0,0.0,204.670036,7.856,2,128107
371639,39,2012-08-10,0,91.0,65319.7,83.47,3.494,13884.35,122.0,112.9,4259.15,10223.2,220.6404663,6.623,3,184109
218306,23,2010-04-02,0,6.0,6958.54,40.5,2.826,0.0,0.0,0.0,0.0,0.0,131.9019677,5.435,2,114533
188538,20,2010-03-19,0,79.0,40818.88,47.32,2.844,0.0,0.0,0.0,0.0,0.0,204.3782258,8.187,3,203742
328989,34,2011-12-30,1,92.0,64196.75,28.84,3.119,3312.59,21909.93,210.22,146.1,3299.3,130.0710323,10.148,3,158114
331763,34,2012-09-28,0,13.0,22729.11,67.06,3.666,2282.47,3.82,0.22,198.21,2618.07,131.043,9.285,3,158114
302769,31,2012-03-23,0,42.0,5331.78,62.96,3.787,4783.0,70.51,2.38,837.58,6900.79,220.9244858,7.057,3,203750
261677,27,2011-02-18,0,92.0,144696.57,39.32,3.42,0.0,0.0,0.0,0.0,0.0,137.2511849,7.827,3,204184
93178,10,2011-07-01,0,10.0,56856.94,95.36,3.842,0.0,0.0,0.0,0.0,0.0,129.0894,8.257,2,126512
14933,2,2011-04-29,0,40.0,71226.32,69.21,3.81,0.0,0.0,0.0,0.0,0.0,215.2772683,7.931,3,202307
358928,38,2011-07-08,0,11.0,765.82,89.9,3.705,0.0,0.0,0.0,0.0,0.0,129.1125,13.503,1,39690
222999,23,2011-07-22,0,18.0,0.5,76.74,3.882,0.0,0.0,0.0,0.0,0.0,135.8738387,4.584,2,114533
31513,4,2010-08-06,0,85.0,1392.31,76.53,2.64,0.0,0.0,0.0,0.0,0.0,126.0854516,7.372,3,205863
44567,5,2011-07-01,0,90.0,3377.61,85.81,3.524,0.0,0.0,0.0,0.0,0.0,215.7474537,6.529,2,34875
271961,28,2011-02-25,0,8.0,34698.91,48.45,3.53,0.0,0.0,0.0,0.0,0.0,128.13,14.021,3,206302
39123,4,2012-08-17,0,98.0,14938.61,81.41,3.552,2531.63,15.04,5.54,1269.13,3528.9,130.7909677,4.077,3,205863
360793,38,2012-03-16,0,13.0,10973.36,64.44,4.273,480.19,0.5,1.02,0.0,1158.07,130.8261935,12.187,1,39690
59665,7,2010-03-19,0,3.0,7489.97,29.04,2.692,0.0,0.0,0.0,0.0,0.0,189.734262,9.014,2,70713
364739,39,2010-09-10,1,7.0,29894.93,79.94,2.565,0.0,0.0,0.0,0.0,0.0,210.2641156,8.36,3,184109
339487,35,2012-03-23,0,83.0,2648.58,57.3,3.9,25204.95,107.69,0.25,8359.06,5252.73,141.6269332,8.744,2,103681
55321,6,2011-10-14,0,56.0,3178.84,71.24,3.274,0.0,0.0,0.0,0.0,0.0,218.9109844,6.551,3,202505
198857,21,2010-03-26,0,25.0,17408.13,51.66,2.732,0.0,0.0,0.0,0.0,0.0,210.6766095,8.324,2,140167
52175,6,2010-12-10,0,11.0,27275.36,48.46,2.843,0.0,0.0,0.0,0.0,0.0,212.9804059,7.007,3,202505
393347,42,2010-05-14,0,11.0,758.17,73.88,3.145,0.0,0.0,0.0,0.0,0.0,126.2085484,9.524,1,39690
269255,28,2010-06-04,0,80.0,21361.17,81.39,2.941,0.0,0.0,0.0,0.0,0.0,126.1360645,14.099,3,206302
802,1,2010-04-23,0,45.0,23.97,64.84,2.795,0.0,0.0,0.0,0.0,0.0,210.4391228,7.808,3,151315
218476,23,2010-04-23,0,13.0,44030.28,46.4,2.895,0.0,0.0,0.0,0.0,0.0,132.0226667,5.435,2,114533
306638,32,2010-07-09,0,4.0,28175.09,67.55,2.711,0.0,0.0,0.0,0.0,0.0,189.5231276,9.017,3,203007
128606,14,2010-02-05,0,27.0,3431.0,27.31,2.784,0.0,0.0,0.0,0.0,0.0,181.8711898,8.992,3,200898
422019,45,2012-06-22,0,74.0,8841.34,74.22,3.564,5565.31,222.5,1.16,2149.76,7474.76,191.0646096,8.567,2,118221
278530,29,2010-03-12,0,42.0,4006.19,43.43,2.805,0.0,0.0,0.0,0.0,0.0,131.784,10.064,2,93638
288795,30,2010-07-09,0,1.0,9421.17,81.67,2.642,0.0,0.0,0.0,0.0,0.0,210.7657317,8.099,1,42988
85019,9,2011-12-23,0,67.0,9768.45,44.43,3.112,719.14,0.24,318.75,17.72,2357.19,223.0661125,6.054,2,125833
376866,40,2011-04-22,0,14.0,9494.69,39.32,3.919,0.0,0.0,0.0,0.0,0.0,134.3571,4.781,3,155083
180240,19,2010-09-17,0,44.0,5855.37,58.68,2.846,0.0,0.0,0.0,0.0,0.0,132.7670667,8.099,3,203819
68117,7,2012-08-03,0,92.0,34065.36,61.83,3.528,9468.47,109.88,2.88,8606.99,1605.62,198.0293893,7.872,2,70713
40982,5,2010-05-28,0,4.0,9914.1,79.81,2.759,0.0,0.0,0.0,0.0,0.0,211.4507688,6.465,2,34875
390978,41,2012-05-25,0,97.0,22704.32,54.89,3.804,8215.27,0.0,277.14,1198.25,2444.61,197.5886046,6.547,3,196321
8901,1,2012-06-22,0,97.0,33754.43,78.39,3.346,8624.56,171.25,3.05,2524.07,7063.68,221.8030211,7.143,3,151315
202761,21,2011-05-13,0,9.0,17161.11,75.04,3.899,0.0,0.0,0.0,0.0,0.0,215.6124735,7.931,2,140167
116913,12,2012-07-06,0,44.0,6366.4,89.13,3.765,10804.73,-0.6,3.33,5397.84,4395.03,130.7196333,10.926,2,112238
